42.7610804,-86.120952
42.8589503,-85.7205452
42.9438622,-85.5570709
42.6652313,-85.2812026
42.7936353,-86.0996114
42.7904237,-86.1071176
42.9594253,-85.6696018
42.7823087,-85.5028863
43.0652039,-86.2215012
43.0135838,-85.6595221
43.0171217,-85.6559883
43.0208863,-85.6593028
43.0024072,-85.6102752
42.9681092,-85.7292027
42.7124032,-85.4739074
42.9821317,-85.7140423
43.0901114,-85.2238705
42.9079841,-85.7993981
43.1724487,-85.274842
42.8855069,-85.7620877
43.2264253,-85.5674114
42.8691707,-85.7635165
42.916078,-85.5180016
42.9002778,-85.7882524
42.7852683,-85.5124648
42.9686123,-85.9092533
42.8389179,-85.6586378
42.9214176,-85.582526
42.6143273,-85.2377872
43.0173828,-85.639077
43.2247152,-86.2440135
42.5946951,-86.0957439
42.8536597,-85.6569035
42.9906117,-85.6689057
43.0660144,-85.6109733
42.9049884,-85.6173132
42.9254745,-85.219065
