42.969134,-85.778482
42.911329,-85.629896
43.037247,-85.694902
42.880197,-85.749552
42.913669,-85.509463
42.916669,-85.533182
42.914935,-85.521579
42.951481,-85.615492
42.955129,-85.643959
42.86459,-85.68145
42.82732,-86.01686
42.905164,-85.795804
42.914601,-85.499744
42.90904,-85.83166
42.79365,-85.509063
42.997417,-85.595124
42.846746,-85.620656
42.912178,-85.576834
42.903412,-85.569474
43.120202,-85.603546
42.964232,-85.635868
42.852792,-85.626931
42.865196,-85.870255
43.000018,-85.58789
43.115109,-85.547903
42.985946,-85.626945
42.933792,-85.37556
43.033503,-85.629102
43.008656,-85.692404
43.148342,-85.711182
42.97286,-85.736396
43.087135,-85.502153
42.843499,-85.864789
42.867888,-85.673357
42.86072,-85.720494
43.049008,-85.690626
42.887288,-85.850644
42.72636,-85.70488
42.882016,-85.744799
42.883289,-85.761668
42.873939,-85.676553
42.874702,-85.665409
42.903101,-85.789056
42.881047,-85.606998
42.88148,-85.780604
42.9111,-85.539934
42.930177,-85.608388
42.964111,-85.668931
43.076946,-85.609111
43.057604,-85.581134
42.955412,-85.483088
42.988506,-85.665034
42.971232,-85.6831
42.945753,-85.553956
43.026691,-85.630279
42.814205,-85.719518
42.985388,-85.638784
42.971083,-85.942384
42.912494,-85.684764
42.912101,-85.614438
42.919561,-85.646961
42.886315,-85.628217
42.911092,-85.592829
43.043116,-85.688321
42.971631,-85.91799
